Entry,Gene.names...primary..,Entry.name,Protein.names,Transmembrane,Passes,membrane,singlepass,multipass,GPI-anchored
P05023,ATP1A1,AT1A1_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (EC 3.6.3.9) (Sodium pump subunit alpha-1),TRANSMEM 88 108 Helical. {ECO:0000255}.; TRANSMEM 132 152 Helical. {ECO:0000255}.; TRANSMEM 289 308 Helical. {ECO:0000255}.; TRANSMEM 321 338 Helical. {ECO:0000255}.; TRANSMEM 773 792 Helical. {ECO:0000255}.; TRANSMEM 803 823 Helical. {ECO:0000255}.; TRANSMEM 844 866 Helical. {ECO:0000255}.; TRANSMEM 919 938 Helical. {ECO:0000255}.; TRANSMEM 952 970 Helical. {ECO:0000255}.; TRANSMEM 986 1006 Helical. {ECO:0000255}.,10,+,NA,+,NA
P0CK96,SLC35E2B,S352B_HUMAN,Solute carrier family 35 member E2B,TRANSMEM 81 101 Helical. {ECO:0000255}.; TRANSMEM 106 126 Helical. {ECO:0000255}.; TRANSMEM 142 162 Helical. {ECO:0000255}.; TRANSMEM 167 187 Helical. {ECO:0000255}.; TRANSMEM 195 215 Helical. {ECO:0000255}.; TRANSMEM 219 241 Helical. {ECO:0000255}.; TRANSMEM 264 284 Helical. {ECO:0000255}.; TRANSMEM 296 316 Helical. {ECO:0000255}.; TRANSMEM 326 346 Helical. {ECO:0000255}.; TRANSMEM 347 367 Helical. {ECO:0000255}.,10,+,NA,+,NA
P13637,ATP1A3,AT1A3_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-3 (Na(+)/K(+) ATPase alpha-3 subunit) (EC 3.6.3.9) (Na(+)/K(+) ATPase alpha(III) subunit) (Sodium pump subunit alpha-3),TRANSMEM 78 98 Helical. {ECO:0000255}.; TRANSMEM 122 142 Helical. {ECO:0000255}.; TRANSMEM 279 298 Helical. {ECO:0000255}.; TRANSMEM 311 328 Helical. {ECO:0000255}.; TRANSMEM 763 782 Helical. {ECO:0000255}.; TRANSMEM 793 813 Helical. {ECO:0000255}.; TRANSMEM 834 856 Helical. {ECO:0000255}.; TRANSMEM 909 928 Helical. {ECO:0000255}.; TRANSMEM 942 960 Helical. {ECO:0000255}.; TRANSMEM 976 996 Helical. {ECO:0000255}.,10,+,NA,+,NA
P16615,ATP2A2,AT2A2_HUMAN,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 3.6.3.8) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)",TRANSMEM 49 69 Helical; Name=1. {ECO:0000250}.; TRANSMEM 90 110 Helical; Name=2. {ECO:0000250}.; TRANSMEM 254 273 Helical; Name=3. {ECO:0000250}.; TRANSMEM 296 313 Helical; Name=4. {ECO:0000250}.; TRANSMEM 757 776 Helical; Name=5. {ECO:0000250}.; TRANSMEM 787 807 Helical; Name=6. {ECO:0000250}.; TRANSMEM 828 850 Helical; Name=7. {ECO:0000250}.; TRANSMEM 897 916 Helical; Name=8. {ECO:0000250}.; TRANSMEM 930 948 Helical; Name=9. {ECO:0000250}.; TRANSMEM 964 984 Helical; Name=10. {ECO:0000250}.,10,+,NA,+,NA
P20020,ATP2B1,AT2B1_HUMAN,Plasma membrane calcium-transporting ATPase 1 (PMCA1) (EC 3.6.3.8) (Plasma membrane calcium ATPase isoform 1) (Plasma membrane calcium pump isoform 1),TRANSMEM 98 118 Helical. {ECO:0000255}.; TRANSMEM 155 175 Helical. {ECO:0000255}.; TRANSMEM 367 386 Helical. {ECO:0000255}.; TRANSMEM 420 437 Helical. {ECO:0000255}.; TRANSMEM 853 872 Helical. {ECO:0000255}.; TRANSMEM 883 903 Helical. {ECO:0000255}.; TRANSMEM 924 946 Helical. {ECO:0000255}.; TRANSMEM 965 986 Helical. {ECO:0000255}.; TRANSMEM 1006 1027 Helical. {ECO:0000255}.; TRANSMEM 1038 1059 Helical. {ECO:0000255}.,10,+,NA,+,NA
P20648,ATP4A,ATP4A_HUMAN,Potassium-transporting ATPase alpha chain 1 (EC 3.6.3.10) (Gastric H(+)/K(+) ATPase subunit alpha) (Proton pump),TRANSMEM 99 119 Helical. {ECO:0000255}.; TRANSMEM 143 163 Helical. {ECO:0000255}.; TRANSMEM 300 319 Helical. {ECO:0000255}.; TRANSMEM 332 349 Helical. {ECO:0000255}.; TRANSMEM 784 803 Helical. {ECO:0000255}.; TRANSMEM 814 834 Helical. {ECO:0000255}.; TRANSMEM 855 877 Helical. {ECO:0000255}.; TRANSMEM 930 949 Helical. {ECO:0000255}.; TRANSMEM 964 982 Helical. {ECO:0000255}.; TRANSMEM 998 1018 Helical. {ECO:0000255}.,10,+,NA,+,NA
P23634,ATP2B4,AT2B4_HUMAN,Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 3.6.3.8) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4),TRANSMEM 93 113 Helical. {ECO:0000255}.; TRANSMEM 151 171 Helical. {ECO:0000255}.; TRANSMEM 357 376 Helical. {ECO:0000255}.; TRANSMEM 410 427 Helical. {ECO:0000255}.; TRANSMEM 841 860 Helical. {ECO:0000255}.; TRANSMEM 871 891 Helical. {ECO:0000255}.; TRANSMEM 912 934 Helical. {ECO:0000255}.; TRANSMEM 953 974 Helical. {ECO:0000255}.; TRANSMEM 994 1015 Helical. {ECO:0000255}.; TRANSMEM 1026 1047 Helical. {ECO:0000255}.,10,+,NA,+,NA
P32418,SLC8A1,NAC1_HUMAN,Sodium/calcium exchanger 1 (Na(+)/Ca(2+)-exchange protein 1) (Solute carrier family 8 member 1),TRANSMEM 75 95 Helical. {ECO:0000255}.; TRANSMEM 137 157 Helical. {ECO:0000255}.; TRANSMEM 171 191 Helical. {ECO:0000255}.; TRANSMEM 205 225 Helical. {ECO:0000255}.; TRANSMEM 232 252 Helical. {ECO:0000255}.; TRANSMEM 801 821 Helical. {ECO:0000255}.; TRANSMEM 825 845 Helical. {ECO:0000255}.; TRANSMEM 875 895 Helical. {ECO:0000255}.; TRANSMEM 907 927 Helical. {ECO:0000255}.; TRANSMEM 945 965 Helical. {ECO:0000255}.,10,+,NA,+,NA
P35523,CLCN1,CLCN1_HUMAN,"Chloride channel protein 1 (ClC-1) (Chloride channel protein, skeletal muscle)",TRANSMEM 115 152 Helical. {ECO:0000250}.; TRANSMEM 159 182 Helical. {ECO:0000250}.; TRANSMEM 207 225 Helical. {ECO:0000250}.; TRANSMEM 232 250 Helical. {ECO:0000250}.; TRANSMEM 302 321 Helical. {ECO:0000250}.; TRANSMEM 348 376 Helical. {ECO:0000250}.; TRANSMEM 385 404 Helical. {ECO:0000250}.; TRANSMEM 454 474 Helical. {ECO:0000250}.; TRANSMEM 482 505 Helical. {ECO:0000250}.; TRANSMEM 556 573 Helical. {ECO:0000250}.,10,+,NA,+,NA
P40879,SLC26A3,S26A3_HUMAN,Chloride anion exchanger (Down-regulated in adenoma) (Protein DRA) (Solute carrier family 26 member 3),TRANSMEM 77 97 Helical. {ECO:0000255}.; TRANSMEM 100 120 Helical. {ECO:0000255}.; TRANSMEM 125 145 Helical. {ECO:0000255}.; TRANSMEM 176 196 Helical. {ECO:0000255}.; TRANSMEM 198 218 Helical. {ECO:0000255}.; TRANSMEM 258 278 Helical. {ECO:0000255}.; TRANSMEM 343 363 Helical. {ECO:0000255}.; TRANSMEM 375 395 Helical. {ECO:0000255}.; TRANSMEM 412 432 Helical. {ECO:0000255}.; TRANSMEM 470 490 Helical. {ECO:0000255}.,10,+,NA,+,NA
P48751,SLC4A3,B3A3_HUMAN,Anion exchange protein 3 (AE 3) (Anion exchanger 3) (CAE3/BAE3) (Cardiac/brain band 3-like protein) (Neuronal band 3-like protein) (Solute carrier family 4 member 3),TRANSMEM 709 731 Helical. {ECO:0000255}.; TRANSMEM 737 774 Helical. {ECO:0000255}.; TRANSMEM 794 816 Helical. {ECO:0000255}.; TRANSMEM 826 847 Helical. {ECO:0000255}.; TRANSMEM 893 910 Helical. {ECO:0000255}.; TRANSMEM 926 946 Helical. {ECO:0000255}.; TRANSMEM 980 1002 Helical. {ECO:0000255}.; TRANSMEM 1028 1049 Helical. {ECO:0000255}.; TRANSMEM 1083 1128 Helical. {ECO:0000255}.; TRANSMEM 1155 1191 Helical. {ECO:0000255}.,10,+,NA,+,NA
P48764,SLC9A3,SL9A3_HUMAN,Sodium/hydrogen exchanger 3 (Na(+)/H(+) exchanger 3) (NHE-3) (Solute carrier family 9 member 3),TRANSMEM 80 99 Helical; Name=C/M3. {ECO:0000255}.; TRANSMEM 113 133 Helical; Name=D/M4. {ECO:0000255}.; TRANSMEM 140 160 Helical; Name=E/M5. {ECO:0000255}.; TRANSMEM 181 202 Helical; Name=F/M5A. {ECO:0000255}.; TRANSMEM 211 232 Helical; Name=G/M5B. {ECO:0000255}.; TRANSMEM 253 274 Helical; Name=H/M6. {ECO:0000255}.; TRANSMEM 291 309 Helical; Name=I/M7. {ECO:0000255}.; TRANSMEM 341 362 Helical; Name=J/M8. {ECO:0000255}.; TRANSMEM 370 390 Helical; Name=K/M9. {ECO:0000255}.; TRANSMEM 436 456 Helical; Name=M/M10. {ECO:0000255}.,10,+,NA,+,NA
P50993,ATP1A2,AT1A2_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-2 (Na(+)/K(+) ATPase alpha-2 subunit) (EC 3.6.3.9) (Sodium pump subunit alpha-2),TRANSMEM 86 106 Helical. {ECO:0000255}.; TRANSMEM 130 150 Helical. {ECO:0000255}.; TRANSMEM 287 306 Helical. {ECO:0000255}.; TRANSMEM 319 336 Helical. {ECO:0000255}.; TRANSMEM 770 789 Helical. {ECO:0000255}.; TRANSMEM 800 820 Helical. {ECO:0000255}.; TRANSMEM 841 863 Helical. {ECO:0000255}.; TRANSMEM 916 935 Helical. {ECO:0000255}.; TRANSMEM 949 967 Helical. {ECO:0000255}.; TRANSMEM 983 1003 Helical. {ECO:0000255}.,10,+,NA,+,NA
P51788,CLCN2,CLCN2_HUMAN,Chloride channel protein 2 (ClC-2),TRANSMEM 88 121 Helical. {ECO:0000250}.; TRANSMEM 130 155 Helical. {ECO:0000250}.; TRANSMEM 180 198 Helical. {ECO:0000250}.; TRANSMEM 205 223 Helical. {ECO:0000250}.; TRANSMEM 275 295 Helical. {ECO:0000250}.; TRANSMEM 321 349 Helical. {ECO:0000250}.; TRANSMEM 358 377 Helical. {ECO:0000250}.; TRANSMEM 429 449 Helical. {ECO:0000250}.; TRANSMEM 457 480 Helical. {ECO:0000250}.; TRANSMEM 531 548 Helical. {ECO:0000250}.,10,+,NA,+,NA
P51790,CLCN3,CLCN3_HUMAN,H(+)/Cl(-) exchange transporter 3 (Chloride channel protein 3) (ClC-3) (Chloride transporter ClC-3),TRANSMEM 126 163 Helical. {ECO:0000250}.; TRANSMEM 209 232 Helical. {ECO:0000250}.; TRANSMEM 258 276 Helical. {ECO:0000250}.; TRANSMEM 282 301 Helical. {ECO:0000250}.; TRANSMEM 349 367 Helical. {ECO:0000250}.; TRANSMEM 391 416 Helical. {ECO:0000250}.; TRANSMEM 423 443 Helical. {ECO:0000250}.; TRANSMEM 500 520 Helical. {ECO:0000250}.; TRANSMEM 525 544 Helical. {ECO:0000250}.; TRANSMEM 606 624 Helical. {ECO:0000250}.,10,+,NA,+,NA
P51793,CLCN4,CLCN4_HUMAN,H(+)/Cl(-) exchange transporter 4 (Chloride channel protein 4) (ClC-4) (Chloride transporter ClC-4),TRANSMEM 68 105 Helical. {ECO:0000250}.; TRANSMEM 151 174 Helical. {ECO:0000250}.; TRANSMEM 200 218 Helical. {ECO:0000250}.; TRANSMEM 224 243 Helical. {ECO:0000250}.; TRANSMEM 291 309 Helical. {ECO:0000250}.; TRANSMEM 333 358 Helical. {ECO:0000250}.; TRANSMEM 365 385 Helical. {ECO:0000250}.; TRANSMEM 442 462 Helical. {ECO:0000250}.; TRANSMEM 467 486 Helical. {ECO:0000250}.; TRANSMEM 548 566 Helical. {ECO:0000250}.,10,+,NA,+,NA
P51795,CLCN5,CLCN5_HUMAN,H(+)/Cl(-) exchange transporter 5 (Chloride channel protein 5) (ClC-5) (Chloride transporter ClC-5),TRANSMEM 55 92 Helical. {ECO:0000250}.; TRANSMEM 138 161 Helical. {ECO:0000250}.; TRANSMEM 186 205 Helical. {ECO:0000250}.; TRANSMEM 211 230 Helical. {ECO:0000250}.; TRANSMEM 278 296 Helical. {ECO:0000250}.; TRANSMEM 319 345 Helical. {ECO:0000250}.; TRANSMEM 352 372 Helical. {ECO:0000250}.; TRANSMEM 428 448 Helical. {ECO:0000250}.; TRANSMEM 453 472 Helical. {ECO:0000250}.; TRANSMEM 535 552 Helical. {ECO:0000250}.,10,+,NA,+,NA
P51797,CLCN6,CLCN6_HUMAN,Chloride transport protein 6 (Chloride channel protein 6) (ClC-6),TRANSMEM 81 113 Helical. {ECO:0000250}.; TRANSMEM 128 150 Helical. {ECO:0000250}.; TRANSMEM 176 194 Helical. {ECO:0000250}.; TRANSMEM 200 217 Helical. {ECO:0000250}.; TRANSMEM 277 294 Helical. {ECO:0000250}.; TRANSMEM 335 364 Helical. {ECO:0000250}.; TRANSMEM 371 392 Helical. {ECO:0000250}.; TRANSMEM 462 481 Helical. {ECO:0000250}.; TRANSMEM 487 511 Helical. {ECO:0000250}.; TRANSMEM 553 571 Helical. {ECO:0000250}.,10,+,NA,+,NA
P51798,CLCN7,CLCN7_HUMAN,H(+)/Cl(-) exchange transporter 7 (Chloride channel 7 alpha subunit) (Chloride channel protein 7) (ClC-7),TRANSMEM 127 159 Helical. {ECO:0000250}.; TRANSMEM 174 197 Helical. {ECO:0000250}.; TRANSMEM 223 241 Helical. {ECO:0000250}.; TRANSMEM 247 264 Helical. {ECO:0000250}.; TRANSMEM 322 341 Helical. {ECO:0000250}.; TRANSMEM 375 405 Helical. {ECO:0000250}.; TRANSMEM 410 432 Helical. {ECO:0000250}.; TRANSMEM 487 507 Helical. {ECO:0000250}.; TRANSMEM 512 535 Helical. {ECO:0000250}.; TRANSMEM 579 597 Helical. {ECO:0000250}.,10,+,NA,+,NA
P51800,CLCNKA,CLCKA_HUMAN,Chloride channel protein ClC-Ka (Chloride channel Ka) (ClC-K1),TRANSMEM 52 72 Helical. {ECO:0000255}.; TRANSMEM 161 181 Helical. {ECO:0000255}.; TRANSMEM 202 222 Helical. {ECO:0000255}.; TRANSMEM 236 256 Helical. {ECO:0000255}.; TRANSMEM 282 302 Helical. {ECO:0000255}.; TRANSMEM 329 349 Helical. {ECO:0000255}.; TRANSMEM 396 416 Helical. {ECO:0000255}.; TRANSMEM 417 437 Helical. {ECO:0000255}.; TRANSMEM 452 472 Helical. {ECO:0000255}.; TRANSMEM 486 506 Helical. {ECO:0000255}.,10,+,NA,+,NA
P51811,XK,XK_HUMAN,Membrane transport protein XK (Kell complex 37 kDa component) (Kx antigen) (XK-related protein 1),TRANSMEM 3 23 Helical. {ECO:0000255}.; TRANSMEM 38 58 Helical. {ECO:0000255}.; TRANSMEM 69 89 Helical. {ECO:0000255}.; TRANSMEM 141 161 Helical. {ECO:0000255}.; TRANSMEM 172 192 Helical. {ECO:0000255}.; TRANSMEM 209 229 Helical. {ECO:0000255}.; TRANSMEM 236 256 Helical. {ECO:0000255}.; TRANSMEM 278 298 Helical. {ECO:0000255}.; TRANSMEM 318 338 Helical. {ECO:0000255}.; TRANSMEM 350 370 Helical. {ECO:0000255}.,10,+,NA,+,NA
P54707,ATP12A,AT12A_HUMAN,Potassium-transporting ATPase alpha chain 2 (EC 3.6.3.10) (Non-gastric H(+)/K(+) ATPase subunit alpha) (Proton pump),TRANSMEM 103 123 Helical. {ECO:0000255}.; TRANSMEM 147 167 Helical. {ECO:0000255}.; TRANSMEM 304 323 Helical. {ECO:0000255}.; TRANSMEM 336 353 Helical. {ECO:0000255}.; TRANSMEM 788 807 Helical. {ECO:0000255}.; TRANSMEM 818 838 Helical. {ECO:0000255}.; TRANSMEM 859 881 Helical. {ECO:0000255}.; TRANSMEM 934 953 Helical. {ECO:0000255}.; TRANSMEM 968 986 Helical. {ECO:0000255}.; TRANSMEM 1002 1022 Helical. {ECO:0000255}.,10,+,NA,+,NA
P61619,SEC61A1,S61A1_HUMAN,Protein transport protein Sec61 subunit alpha isoform 1 (Sec61 alpha-1),TRANSMEM 34 53 Helical. {ECO:0000255}.; TRANSMEM 77 96 Helical. {ECO:0000255}.; TRANSMEM 118 138 Helical. {ECO:0000255}.; TRANSMEM 145 165 Helical. {ECO:0000255}.; TRANSMEM 173 193 Helical. {ECO:0000255}.; TRANSMEM 241 261 Helical. {ECO:0000255}.; TRANSMEM 289 309 Helical. {ECO:0000255}.; TRANSMEM 355 375 Helical. {ECO:0000255}.; TRANSMEM 421 441 Helical. {ECO:0000255}.; TRANSMEM 446 462 Helical. {ECO:0000255}.,10,+,NA,+,NA
P78381,SLC35A2,S35A2_HUMAN,UDP-galactose translocator (Solute carrier family 35 member A2) (UDP-galactose transporter) (UDP-Gal-Tr) (UGT),TRANSMEM 3 23 Helical. {ECO:0000255}.; TRANSMEM 37 57 Helical. {ECO:0000255}.; TRANSMEM 65 85 Helical. {ECO:0000255}.; TRANSMEM 97 117 Helical. {ECO:0000255}.; TRANSMEM 140 160 Helical. {ECO:0000255}.; TRANSMEM 169 189 Helical. {ECO:0000255}.; TRANSMEM 200 220 Helical. {ECO:0000255}.; TRANSMEM 238 258 Helical. {ECO:0000255}.; TRANSMEM 269 289 Helical. {ECO:0000255}.; TRANSMEM 315 335 Helical. {ECO:0000255}.,10,+,NA,+,NA
P78382,SLC35A1,S35A1_HUMAN,CMP-sialic acid transporter (CMP-SA-Tr) (CMP-Sia-Tr) (Solute carrier family 35 member A1),TRANSMEM 10 30 Helical. {ECO:0000255}.; TRANSMEM 46 64 Helical. {ECO:0000255}.; TRANSMEM 88 108 Helical. {ECO:0000255}.; TRANSMEM 114 135 Helical. {ECO:0000255}.; TRANSMEM 142 160 Helical. {ECO:0000255}.; TRANSMEM 176 196 Helical. {ECO:0000255}.; TRANSMEM 213 228 Helical. {ECO:0000255}.; TRANSMEM 244 262 Helical. {ECO:0000255}.; TRANSMEM 273 291 Helical. {ECO:0000255}.; TRANSMEM 297 315 Helical. {ECO:0000255}.,10,+,NA,+,NA
P98194,ATP2C1,AT2C1_HUMAN,Calcium-transporting ATPase type 2C member 1 (ATPase 2C1) (EC 3.6.3.8) (ATP-dependent Ca(2+) pump PMR1),TRANSMEM 71 91 Helical; Name=1. {ECO:0000250}.; TRANSMEM 105 123 Helical; Name=2. {ECO:0000250}.; TRANSMEM 263 282 Helical; Name=3. {ECO:0000250}.; TRANSMEM 295 312 Helical; Name=4. {ECO:0000250}.; TRANSMEM 700 719 Helical; Name=5. {ECO:0000250}.; TRANSMEM 730 750 Helical; Name=6. {ECO:0000250}.; TRANSMEM 771 793 Helical; Name=7. {ECO:0000250}.; TRANSMEM 809 828 Helical; Name=8. {ECO:0000250}.; TRANSMEM 842 860 Helical; Name=9. {ECO:0000250}.; TRANSMEM 876 896 Helical; Name=10. {ECO:0000250}.,10,+,NA,+,NA
P98196,ATP11A,AT11A_HUMAN,Probable phospholipid-transporting ATPase IH (EC 3.6.3.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A),TRANSMEM 62 82 Helical. {ECO:0000255}.; TRANSMEM 89 110 Helical. {ECO:0000255}.; TRANSMEM 297 318 Helical. {ECO:0000255}.; TRANSMEM 350 372 Helical. {ECO:0000255}.; TRANSMEM 882 902 Helical. {ECO:0000255}.; TRANSMEM 915 934 Helical. {ECO:0000255}.; TRANSMEM 965 986 Helical. {ECO:0000255}.; TRANSMEM 1001 1023 Helical. {ECO:0000255}.; TRANSMEM 1030 1050 Helical. {ECO:0000255}.; TRANSMEM 1069 1093 Helical. {ECO:0000255}.,10,+,NA,+,NA
P98198,ATP8B2,AT8B2_HUMAN,Phospholipid-transporting ATPase ID (EC 3.6.3.1) (ATPase class I type 8B member 2) (P4-ATPase flippase complex alpha subunit ATP8B2),TRANSMEM 65 86 Helical. {ECO:0000255}.; TRANSMEM 93 112 Helical. {ECO:0000255}.; TRANSMEM 296 317 Helical. {ECO:0000255}.; TRANSMEM 347 368 Helical. {ECO:0000255}.; TRANSMEM 890 910 Helical. {ECO:0000255}.; TRANSMEM 923 942 Helical. {ECO:0000255}.; TRANSMEM 973 994 Helical. {ECO:0000255}.; TRANSMEM 1009 1031 Helical. {ECO:0000255}.; TRANSMEM 1038 1058 Helical. {ECO:0000255}.; TRANSMEM 1079 1103 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q01814,ATP2B2,AT2B2_HUMAN,Plasma membrane calcium-transporting ATPase 2 (PMCA2) (EC 3.6.3.8) (Plasma membrane calcium ATPase isoform 2) (Plasma membrane calcium pump isoform 2),TRANSMEM 95 115 Helical. {ECO:0000255}.; TRANSMEM 153 173 Helical. {ECO:0000255}.; TRANSMEM 391 410 Helical. {ECO:0000255}.; TRANSMEM 444 461 Helical. {ECO:0000255}.; TRANSMEM 876 895 Helical. {ECO:0000255}.; TRANSMEM 906 926 Helical. {ECO:0000255}.; TRANSMEM 947 969 Helical. {ECO:0000255}.; TRANSMEM 988 1009 Helical. {ECO:0000255}.; TRANSMEM 1029 1050 Helical. {ECO:0000255}.; TRANSMEM 1061 1082 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q03518,TAP1,TAP1_HUMAN,Antigen peptide transporter 1 (APT1) (ATP-binding cassette sub-family B member 2) (Peptide supply factor 1) (Peptide transporter PSF1) (PSF-1) (Peptide transporter TAP1) (Peptide transporter involved in antigen processing 1) (Really interesting new gene 4 protein),TRANSMEM 76 96 Helical; Name=1. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 114 136 Helical; Name=2. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 153 173 Helical; Name=3. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 194 214 Helical; Name=4. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 247 267 Helical; Name=5. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 288 308 Helical; Name=6. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 359 379 Helical; Name=7. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 389 409 Helical; Name=8. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 479 499 Helical; Name=9. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 504 524 Helical; Name=10. {ECO:0000255|PROSITE-ProRule:PRU00441}.,10,+,NA,+,NA
Q08AI6,SLC38A11,S38AB_HUMAN,Putative sodium-coupled neutral amino acid transporter 11 (Solute carrier family 38 member 11),TRANSMEM 8 28 Helical. {ECO:0000255}.; TRANSMEM 48 68 Helical. {ECO:0000255}.; TRANSMEM 93 113 Helical. {ECO:0000255}.; TRANSMEM 121 141 Helical. {ECO:0000255}.; TRANSMEM 156 176 Helical. {ECO:0000255}.; TRANSMEM 202 222 Helical. {ECO:0000255}.; TRANSMEM 241 263 Helical. {ECO:0000255}.; TRANSMEM 279 299 Helical. {ECO:0000255}.; TRANSMEM 301 321 Helical. {ECO:0000255}.; TRANSMEM 340 360 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q0GE19,SLC10A7,NTCP7_HUMAN,Sodium/bile acid cotransporter 7 (Na(+)/bile acid cotransporter 7) (Solute carrier family 10 member 7),TRANSMEM 11 31 Helical. {ECO:0000255}.; TRANSMEM 38 58 Helical. {ECO:0000255}.; TRANSMEM 72 92 Helical. {ECO:0000255}.; TRANSMEM 117 137 Helical. {ECO:0000255}.; TRANSMEM 139 159 Helical. {ECO:0000255}.; TRANSMEM 164 184 Helical. {ECO:0000255}.; TRANSMEM 202 222 Helical. {ECO:0000255}.; TRANSMEM 235 255 Helical. {ECO:0000255}.; TRANSMEM 271 291 Helical. {ECO:0000255}.; TRANSMEM 299 319 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q12767,TMEM94,TMM94_HUMAN,Transmembrane protein 94,TRANSMEM 65 85 Helical. {ECO:0000255}.; TRANSMEM 93 113 Helical. {ECO:0000255}.; TRANSMEM 274 294 Helical. {ECO:0000255}.; TRANSMEM 321 341 Helical. {ECO:0000255}.; TRANSMEM 1093 1113 Helical. {ECO:0000255}.; TRANSMEM 1121 1141 Helical. {ECO:0000255}.; TRANSMEM 1168 1188 Helical. {ECO:0000255}.; TRANSMEM 1229 1249 Helical. {ECO:0000255}.; TRANSMEM 1262 1282 Helical. {ECO:0000255}.; TRANSMEM 1307 1327 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q13733,ATP1A4,AT1A4_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-4 (Na(+)/K(+) ATPase alpha-4 subunit) (EC 3.6.3.9) (Sodium pump subunit alpha-4),TRANSMEM 96 116 Helical. {ECO:0000255}.; TRANSMEM 140 160 Helical. {ECO:0000255}.; TRANSMEM 297 316 Helical. {ECO:0000255}.; TRANSMEM 329 346 Helical. {ECO:0000255}.; TRANSMEM 779 798 Helical. {ECO:0000255}.; TRANSMEM 809 829 Helical. {ECO:0000255}.; TRANSMEM 850 872 Helical. {ECO:0000255}.; TRANSMEM 925 944 Helical. {ECO:0000255}.; TRANSMEM 958 976 Helical. {ECO:0000255}.; TRANSMEM 992 1012 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q14916,SLC17A1,NPT1_HUMAN,Sodium-dependent phosphate transport protein 1 (Na(+)/PI cotransporter 1) (Na/Pi-4) (Renal Na(+)-dependent phosphate cotransporter 1) (Renal sodium-dependent phosphate transport protein 1) (Renal sodium-phosphate transport protein 1) (Sodium/phosphate cotransporter 1) (Solute carrier family 17 member 1),TRANSMEM 81 101 Helical. {ECO:0000255}.; TRANSMEM 119 139 Helical. {ECO:0000255}.; TRANSMEM 178 198 Helical. {ECO:0000255}.; TRANSMEM 200 220 Helical. {ECO:0000255}.; TRANSMEM 257 277 Helical. {ECO:0000255}.; TRANSMEM 301 321 Helical. {ECO:0000255}.; TRANSMEM 339 359 Helical. {ECO:0000255}.; TRANSMEM 365 385 Helical. {ECO:0000255}.; TRANSMEM 401 421 Helical. {ECO:0000255}.; TRANSMEM 433 453 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q15758,SLC1A5,AAAT_HUMAN,Neutral amino acid transporter B(0) (ATB(0)) (Baboon M7 virus receptor) (RD114/simian type D retrovirus receptor) (Sodium-dependent neutral amino acid transporter type 2) (Solute carrier family 1 member 5),TRANSMEM 53 73 Helical. {ECO:0000255}.; TRANSMEM 99 119 Helical. {ECO:0000255}.; TRANSMEM 133 153 Helical. {ECO:0000255}.; TRANSMEM 225 245 Helical. {ECO:0000255}.; TRANSMEM 266 286 Helical. {ECO:0000255}.; TRANSMEM 306 326 Helical. {ECO:0000255}.; TRANSMEM 336 356 Helical. {ECO:0000255}.; TRANSMEM 377 397 Helical. {ECO:0000255}.; TRANSMEM 399 419 Helical. {ECO:0000255}.; TRANSMEM 426 446 Helical. {ECO:0000255}.,10,+,NA,+,NA
