Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides JEKO-KO1	Peptides JEKO-KO2	Peptides JEKO-KO3	Peptides JEKO-WT1	Peptides JEKO-WT2	Peptides JEKO-WT3	Razor + unique peptides JEKO-KO1	Razor + unique peptides JEKO-KO2	Razor + unique peptides JEKO-KO3	Razor + unique peptides JEKO-WT1	Razor + unique peptides JEKO-WT2	Razor + unique peptides JEKO-WT3	Unique peptides JEKO-KO1	Unique peptides JEKO-KO2	Unique peptides JEKO-KO3	Unique peptides JEKO-WT1	Unique peptides JEKO-WT2	Unique peptides JEKO-WT3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Identification type JEKO-KO1	Identification type JEKO-KO2	Identification type JEKO-KO3	Identification type JEKO-WT1	Identification type JEKO-WT2	Identification type JEKO-WT3	Sequence coverage JEKO-KO1 [%]	Sequence coverage JEKO-KO2 [%]	Sequence coverage JEKO-KO3 [%]	Sequence coverage JEKO-WT1 [%]	Sequence coverage JEKO-WT2 [%]	Sequence coverage JEKO-WT3 [%]	Intensity	Intensity JEKO-KO1	Intensity JEKO-KO2	Intensity JEKO-KO3	Intensity JEKO-WT1	Intensity JEKO-WT2	Intensity JEKO-WT3	iBAQ	iBAQ JEKO-KO1	iBAQ JEKO-KO2	iBAQ JEKO-KO3	iBAQ JEKO-WT1	iBAQ JEKO-WT2	iBAQ JEKO-WT3	LFQ intensity JEKO-KO1	LFQ intensity JEKO-KO2	LFQ intensity JEKO-KO3	LFQ intensity JEKO-WT1	LFQ intensity JEKO-WT2	LFQ intensity JEKO-WT3	MS/MS Count JEKO-KO1	MS/MS Count JEKO-KO2	MS/MS Count JEKO-KO3	MS/MS Count JEKO-WT1	MS/MS Count JEKO-WT2	MS/MS Count JEKO-WT3	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|Q93008|USP9X_HUMAN;sp|O00507|USP9Y_HUMAN	sp|Q93008|USP9X_HUMAN	32;9	32;9	32;9	>sp|Q93008|USP9X_HUMAN Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens GN=USP9X PE=1 SV=3	2	32	32	32	21	29	24	19	29	26	21	29	24	19	29	26	21	29	24	19	29	26	15.4	15.4	15.4	292.28	2570	2570;2555	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10.5	13.9	11	9.1	14.3	12.7	203380000	33189000	46372000	23493000	17712000	42221000	40391000	1627000	265510	370980	187940	141690	337770	323130	20576000	36846000	26843000	20643000	32385000	32786000	6	27	6	5	20	16	80				2190	880;1123;1264;1541;2424;2628;3133;4243;4906;5501;6083;7543;7739;7742;8611;10440;10569;10769;11362;11881;13139;13754;14302;15256;16244;18950;20723;20870;21211;21712;22624;22670	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	901;1151;1293;1587;2496;2704;3227;4361;5050;5667;6262;7759;7960;7963;8848;10716;10847;11049;11651;12181;13486;14201;14780;15763;16777;19564;21383;21534;21892;22405;23342;23389	5237;5238;5239;5240;5241;6728;6729;6730;7580;7581;7582;7583;7584;9330;9331;9332;9333;14634;14635;14636;14637;14638;14639;14640;14641;14642;14643;15903;19003;19004;19005;19006;19007;25832;25833;25834;25835;25836;25837;29862;29863;29864;29865;29866;29867;33571;33572;33573;33574;33575;33576;37105;37106;37107;37108;37109;46128;46129;46130;46131;46132;46133;47419;47420;47421;47422;47423;47424;47443;47444;52823;52824;52825;52826;64440;64441;64442;64443;64444;64445;65194;65195;65196;65197;66331;66332;66333;66334;66335;70002;70003;70004;70005;70006;70007;73302;73303;73304;73305;73306;73307;80941;80942;80943;80944;80945;85137;85138;85139;85140;85141;85142;88749;88750;88751;94454;94455;94456;94457;100969;117631;117632;117633;117634;117635;117636;128583;128584;129461;129462;129463;129464;129465;129466;131593;131594;131595;131596;131597;134688;134689;134690;134691;134692;134693;140357;140358;140359;140360;140361;140362;140620	5015;6500;7177;7178;8919;8920;14176;14177;15398;18286;18287;18288;18289;18290;18291;24838;24839;24840;24841;24842;28855;28856;32600;35934;35935;35936;44938;44939;44940;44941;46273;46274;46288;51628;51629;63003;63004;63005;63006;63007;63008;63009;63010;63011;63012;63013;63014;63846;63847;63848;64908;64909;64910;64911;68531;71766;79064;79065;82929;82930;82931;82932;86455;86456;86457;92068;98392;115234;115235;126568;127485;127486;127487;127488;127489;127490;127491;127492;127493;129419;129420;132468;132469;132470;132471;132472;138426;138427;138702	5015;6500;7177;8920;14176;15398;18289;24839;28856;32600;35934;44939;46273;46288;51628;63008;63847;64911;68531;71766;79065;82929;86456;92068;98392;115234;126568;127492;129419;132470;138426;138702		
sp|Q93009|UBP7_HUMAN	sp|Q93009|UBP7_HUMAN	11	11	11	>sp|Q93009|UBP7_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens GN=USP7 PE=1 SV=2	1	11	11	11	6	7	5	9	8	7	6	7	5	9	8	7	6	7	5	9	8	7	11.7	11.7	11.7	128.3	1102	1102	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.1	6.3	5.3	9.7	7.5	5.6	60699000	8406800	8163100	9080300	9936000	13218000	11895000	948420	131360	127550	141880	155250	206540	185850	10111000	7562000	8152200	11514000	8369600	7227900	4	3	2	5	3	2	19				2191	2088;2406;3651;5043;7931;8663;11573;12403;13038;13452;20448	True;True;True;True;True;True;True;True;True;True;True	2151;2478;3757;5193;8159;8901;11863;12716;13363;13862;21098	12673;14499;14500;14501;14502;22226;30667;30668;30669;30670;30671;30672;48669;48670;48671;48672;48673;53141;53142;53143;53144;53145;71270;71271;76537;76538;76539;80262;80263;80264;80265;80266;80267;83148;83149;83150;83151;126851;126852;126853;126854;126855	12289;14013;14014;14015;21297;29718;29719;29720;29721;47612;51922;51923;51924;69697;74898;74899;74900;78471;78472;78473;80988;124805	12289;14013;21297;29719;47612;51922;69697;74898;78472;80988;124805		
sp|Q93045|STMN2_HUMAN	sp|Q93045|STMN2_HUMAN	3	1	1	>sp|Q93045|STMN2_HUMAN Stathmin-2 OS=Homo sapiens GN=STMN2 PE=1 SV=3	1	3	1	1	3	2	2	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	11.2	5.6	5.6	20.828	179	179	0.0012039	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	11.2	10.6	10.6	11.2	10.6	11.2	18625000	3220700	1253600	2090200	6453500	3244600	2362400	1862500	322070	125360	209020	645350	324460	236240	0	0	0	0	0	1801200	1	1	2	2	2	0	8				2192	1075;2916;2917	True;False;False	1103;2998;2999	6436;6437;6438;6439;6440;6441;17652;17653;17654;17655;17656;17657;17658;17659;17660	6236;6237;6238;6239;6240;6241;6242;6243;17066;17067	6237;17066;17067		
sp|Q93050|VPP1_HUMAN	sp|Q93050|VPP1_HUMAN	17	17	17	>sp|Q93050|VPP1_HUMAN V-type proton ATPase 116 kDa subunit a isoform 1 OS=Homo sapiens GN=ATP6V0A1 PE=1 SV=3	1	17	17	17	14	16	16	14	15	15	14	16	16	14	15	15	14	16	16	14	15	15	21.4	21.4	21.4	96.412	837	837	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	19.5	20.4	21.3	18	20.4	20.3	166480000	19400000	36574000	25535000	16920000	33130000	34921000	5202500	606240	1142900	797980	528770	1035300	1091300	24432000	24621000	24550000	18082000	22453000	27109000	10	12	10	7	9	14	62				2193	992;1399;2868;4360;5891;7119;7694;8160;8311;8312;9618;11098;13500;14863;15791;16029;20978	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1016;1439;2949;4478;6068;7324;7915;8391;8543;8544;9880;11382;13915;15358;16310;16559;21647	5908;5909;5910;5911;5912;5913;8391;8392;8393;8394;8395;17363;17364;17365;17366;17367;17368;26542;26543;26544;26545;26546;26547;35963;43506;43507;43508;43509;43510;43511;47157;47158;47159;47160;47161;47162;50126;50127;50128;50129;50130;50131;50989;50990;50991;50992;50993;50994;50995;50996;50997;50998;50999;51000;59026;59027;68347;68348;68349;68350;68351;68352;83419;83420;83421;83422;83423;83424;92062;92063;92064;92065;92066;97899;97900;97901;97902;97903;97904;97905;97906;97907;97908;97909;97910;99542;99543;99544;99545;99546;99547;99548;99549;99550;99551;99552;99553;130143;130144;130145;130146;130147	5697;5698;5699;5700;7930;7931;7932;16833;16834;16835;16836;25530;25531;25532;25533;25534;34900;42400;45977;45978;45979;45980;45981;48988;49845;49846;49847;49848;49849;49850;49851;49852;49853;49854;57918;66940;66941;66942;66943;66944;66945;66946;81216;81217;81218;81219;81220;81221;81222;81223;81224;89738;89739;89740;89741;95514;95515;95516;97074;97075;97076;128096	5698;7930;16836;25532;34900;42400;45977;48988;49851;49854;57918;66946;81216;89741;95516;97074;128096		
sp|Q93070|NAR4_HUMAN	sp|Q93070|NAR4_HUMAN	1	1	1	>sp|Q93070|NAR4_HUMAN Ecto-ADP-ribosyltransferase 4 OS=Homo sapiens GN=ART4 PE=2 SV=2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.2	2.2	2.2	35.877	314	314	1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2.2	2.2	2.2	2.2	2.2	2.2	321350000	39308000	48038000	122250000	31397000	38644000	41717000	16068000	1965400	2401900	6112300	1569900	1932200	2085900	0	0	0	0	0	21851000	2	3	4	2	1	2	14	+			2194	1322	True	1355;1356	7947;7948;7949;7950;7951;7952;7953;7954;7955;7956;7957;7958;7959;7960	7549;7550;7551;7552;7553;7554;7555;7556;7557;7558;7559;7560;7561;7562	7552	762	140
sp|Q93074|MED12_HUMAN	sp|Q93074|MED12_HUMAN	1	1	1	>sp|Q93074|MED12_HUMAN Mediator of RNA polymerase II transcription subunit 12 OS=Homo sapiens GN=MED12 PE=1 SV=4	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.6	0.6	0.6	243.08	2177	2177	0.0034522	By matching	By matching	By matching	By matching	By MS/MS	By matching	0	0	0	0	0.6	0	551490	0	0	0	0	551490	0	5202.7	0	0	0	0	5202.7	0	0	0	0	0	403170	0	0	0	0	0	1	0	1				2195	11538	True	11828	71078	69501	69501		
sp|Q93084|AT2A3_HUMAN	sp|Q93084|AT2A3_HUMAN	25	19	18	>sp|Q93084|AT2A3_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 OS=Homo sapiens GN=ATP2A3 PE=1 SV=2	1	25	19	18	22	24	24	20	22	23	16	18	18	14	16	17	16	17	18	14	15	16	26.1	21	20.3	113.98	1043	1043	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	23.7	24.7	25.4	22	23.1	24	148730000	17546000	34484000	25559000	16510000	30964000	23664000	3035300	358090	703750	521610	336940	631920	482940	19357000	22657000	20565000	20936000	24419000	19235000	12	16	16	12	18	16	90				2196	501;2165;2224;2730;3764;3808;5984;7495;7923;9166;9609;9759;11127;13145;13683;14263;15934;17480;17751;17752;18435;18825;20144;20471;21736	False;True;True;True;True;False;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;False;True;False;True	509;510;2231;2293;2808;3873;3917;6162;7711;8150;9418;9871;10025;11411;13492;14128;14728;16457;18050;18329;18330;19027;19432;20790;21123;22429	2860;2861;2862;2863;2864;2865;2866;2867;2868;13143;13144;13145;13146;13147;13148;13492;13493;13494;16489;16490;16491;16492;16493;16494;22945;22946;22947;22948;22949;22950;23207;23208;23209;23210;23211;23212;36509;36510;36511;36512;45810;45811;45812;45813;45814;45815;48600;48601;48602;48603;48604;56259;56260;56261;56262;56263;56264;58966;58967;58968;58969;58970;58971;59960;59961;59962;59963;59964;59965;68521;68522;68523;68524;68525;68526;80969;80970;80971;80972;80973;84698;84699;84700;84701;84702;84703;88323;88324;88325;88326;98878;98879;98880;98881;98882;98883;108603;108604;108605;108606;108607;108608;110205;110206;110207;110208;110209;110210;110211;110212;110213;110214;110215;110216;114414;114415;116720;116721;116722;116723;116724;116725;125006;125007;125008;125009;125010;125011;126984;126985;126986;126987;126988;126989;134840;134841;134842;134843	2817;2818;2819;2820;2821;2822;2823;2824;12757;12758;12759;12760;12761;12762;12763;13075;15912;15913;15914;15915;21980;21981;21982;21983;21984;21985;21986;21987;21988;22293;22294;22295;22296;22297;35406;35407;44610;44611;44612;44613;44614;47535;47536;47537;47538;47539;47540;47541;47542;55195;55196;55197;55198;55199;55200;55201;55202;55203;55204;55205;57877;58806;58807;58808;58809;67083;67084;67085;67086;67087;67088;79077;79078;79079;79080;79081;82469;82470;85900;85901;85902;85903;85904;85905;96446;96447;96448;105881;105882;105883;105884;105885;105886;105887;105888;105889;105890;105891;107431;107432;107433;107434;111713;111714;114342;114343;114344;114345;114346;114347;114348;114349;114350;114351;114352;114353;114354;114355;114356;114357;122913;122914;122915;122916;124921;124922;124923;124924;124925;124926;132593;132594;132595	2817;12758;13075;15913;21987;22294;35406;44612;47535;55198;57877;58807;67085;79078;82469;85900;96446;105889;107431;107434;111714;114356;122916;124924;132595	318	720
sp|Q93100|KPBB_HUMAN	sp|Q93100|KPBB_HUMAN	6	6	6	>sp|Q93100|KPBB_HUMAN Phosphorylase b kinase regulatory subunit beta OS=Homo sapiens GN=PHKB PE=1 SV=3	1	6	6	6	3	5	4	3	4	3	3	5	4	3	4	3	3	5	4	3	4	3	5.1	5.1	5.1	124.88	1093	1093	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2.5	4.2	3.3	2.5	3.4	2.5	35172000	4152400	8142900	6161200	2892200	7130500	6693200	628080	74151	145410	110020	51647	127330	119520	4403500	5943100	5432100	3207000	5352200	5532700	1	6	5	0	4	3	19				2197	3443;3929;14778;15790;18839;19326	True;True;True;True;True;True	3544;4041;15272;16309;19447;19953	20969;20970;20971;20972;20973;20974;23937;91606;91607;91608;91609;91610;91611;97897;97898;116828;119934;119935;119936;119937;119938;119939	20092;20093;23048;89322;89323;89324;89325;89326;89327;89328;89329;89330;89331;95512;95513;114432;117475;117476;117477;117478;117479	20093;23048;89324;95513;114432;117475		
sp|Q969G3|SMCE1_HUMAN	sp|Q969G3|SMCE1_HUMAN	10	9	9	>sp|Q969G3|SMCE1_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Homo sapiens GN=SMARCE1 PE=1 SV=2	1	10	9	9	8	9	10	10	10	10	7	8	9	9	9	9	7	8	9	9	9	9	31.9	30.2	30.2	46.649	411	411	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	24.8	29.9	31.9	31.9	31.9	31.9	44096000	3197800	7641200	6458500	7326500	9309000	10163000	2204800	159890	382060	322930	366330	465450	508140	5558000	5542000	5704500	7182400	6540500	6916800	4	4	3	7	4	6	28				2198	2135;2929;5390;8040;8363;11410;16171;17776;17795;20333	True;True;True;True;True;True;True;True;True;False	2200;3011;5549;8270;8596;11699;16704;18355;18374;20982	12958;12959;12960;12961;12962;12963;17740;17741;17742;17743;17744;32911;32912;32913;32914;32915;32916;49399;49400;49401;49402;49403;49404;51282;51283;51284;51285;51286;70282;70283;70284;70285;70286;70287;100478;100479;100480;100481;100482;110381;110382;110383;110384;110385;110386;110503;110504;110505;110506;110507;110508;126118;126119;126120;126121;126122;126123	12599;12600;12601;17101;17102;17103;32025;32026;32027;32028;48372;48373;48374;48375;50090;68808;68809;68810;68811;68812;97906;107615;107616;107617;107618;107619;107620;107759;107760;124066;124067;124068;124069;124070;124071;124072;124073;124074;124075;124076	12600;17102;32028;48375;50090;68809;97906;107617;107759;124074		
sp|Q969M3|YIPF5_HUMAN	sp|Q969M3|YIPF5_HUMAN	1	1	1	>sp|Q969M3|YIPF5_HUMAN Protein YIPF5 OS=Homo sapiens GN=YIPF5 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.7	4.7	4.7	27.989	257	257	0.0052395	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.7	4.7	4.7	4.7	4.7	4.7	3384000	284820	753290	369950	371190	851630	753100	1692000	142410	376640	184970	185590	425810	376550	0	0	0	0	0	574180	1	2	1	1	2	2	9				2199	15481	True	15993	95839;95840;95841;95842;95843;95844	93522;93523;93524;93525;93526;93527;93528;93529;93530	93522		
sp|Q969N2|PIGT_HUMAN	sp|Q969N2|PIGT_HUMAN	4	4	4	>sp|Q969N2|PIGT_HUMAN GPI transamidase component PIG-T OS=Homo sapiens GN=PIGT PE=1 SV=1	1	4	4	4	2	3	1	4	3	2	2	3	1	4	3	2	2	3	1	4	3	2	6.7	6.7	6.7	65.699	578	578	0	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	4	5.2	2.6	6.7	5.5	4.2	10009000	911350	2886700	417010	2605900	1726400	1461500	345140	31426	99543	14380	89859	59532	50396	1557500	1654700	0	1472900	1375600	1999400	1	2	0	2	1	2	8				2200	1129;4424;14185;22806	True;True;True;True	1157;4550;14644;23526	6757;6758;6759;6760;26940;26941;26942;26943;26944;26945;87867;87868;141420;141421;141422	6515;25896;25897;25898;85434;85435;139570;139571	6515;25898;85434;139570		
sp|Q969P0|IGSF8_HUMAN	sp|Q969P0|IGSF8_HUMAN	15	15	15	>sp|Q969P0|IGSF8_HUMAN Immunoglobulin superfamily member 8 OS=Homo sapiens GN=IGSF8 PE=1 SV=1	1	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	24.3	24.3	24.3	65.033	613	613	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	24.3	24.3	24.3	24.3	24.3	24.3	1199600000	153120000	212960000	183350000	130210000	286480000	233470000	41365000	5280000	7343500	6322300	4489900	9878600	8050500	160180000	146220000	182000000	126900000	207630000	182230000	29	30	31	30	35	34	189				2201	3224;7371;7933;10264;10700;12153;12330;16559;17818;17829;18089;18216;20966;21644;22445	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	3318;7579;7580;8161;10540;10978;12461;12642;17103;18397;18409;18672;18802;21635;22335;23153	19551;19552;19553;19554;19555;19556;45024;45025;45026;45027;45028;45029;45030;45031;45032;45033;45034;48679;48680;48681;48682;48683;48684;48685;48686;48687;63381;63382;63383;63384;63385;63386;63387;63388;63389;63390;63391;65954;65955;65956;65957;65958;65959;65960;74924;74925;74926;74927;74928;74929;76042;76043;76044;76045;76046;76047;76048;76049;76050;76051;76052;76053;102945;102946;102947;102948;102949;102950;102951;110667;110668;110669;110670;110671;110672;110673;110674;110675;110676;110677;110678;110679;110769;110770;110771;110772;110773;110774;110775;110776;110777;110778;110779;110780;112264;112265;112266;112267;112268;112269;113080;113081;113082;113083;113084;113085;130066;130067;130068;130069;130070;130071;130072;130073;130074;130075;130076;130077;134234;134235;134236;134237;134238;134239;139200;139201;139202;139203;139204;139205;139206;139207	18733;18734;18735;18736;18737;43944;43945;43946;43947;43948;43949;43950;43951;43952;43953;43954;43955;43956;47617;47618;47619;47620;47621;47622;47623;47624;47625;47626;47627;47628;47629;47630;47631;47632;61988;61989;61990;61991;61992;61993;61994;61995;61996;61997;61998;61999;64600;64601;64602;64603;64604;64605;64606;64607;64608;64609;64610;64611;64612;64613;73411;73412;73413;73414;73415;73416;73417;73418;73419;73420;73421;73422;73423;73424;73425;73426;73427;73428;74436;74437;74438;74439;74440;74441;74442;74443;74444;74445;74446;74447;74448;74449;74450;74451;100281;100282;100283;100284;100285;100286;100287;100288;100289;100290;100291;107908;107909;107910;107911;107912;107913;107914;107915;107916;107917;107918;107919;107920;108019;108020;108021;108022;109460;109461;109462;109463;109464;109465;109466;109467;109468;109469;109470;109471;109472;110337;110338;110339;110340;110341;110342;110343;110344;128033;128034;128035;128036;128037;128038;128039;128040;128041;128042;128043;128044;128045;131927;131928;131929;131930;131931;131932;131933;131934;131935;131936;131937;131938;131939;131940;131941;131942;131943;131944;131945;131946;131947;131948;137151;137152;137153;137154;137155;137156;137157;137158;137159;137160;137161	18736;43953;47619;61995;64612;73427;74445;100285;107915;108021;109466;110338;128035;131945;137158	763	347
sp|Q969Q0|RL36L_HUMAN	sp|Q969Q0|RL36L_HUMAN	5	5	1	>sp|Q969Q0|RL36L_HUMAN 60S ribosomal protein L36a-like OS=Homo sapiens GN=RPL36AL PE=1 SV=3	1	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	31.1	31.1	7.5	12.469	106	106	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	31.1	31.1	31.1	31.1	31.1	31.1	328910000	32724000	69503000	42597000	55660000	71514000	56917000	82229000	8181000	17376000	10649000	13915000	17879000	14229000	44246000	49113000	43045000	50702000	51484000	41858000	5	7	5	4	6	5	32				2202	3142;7472;7473;9953;10721	True;True;True;True;True	3236;7688;7689;10224;10999	19059;19060;19061;19062;19063;19064;45685;45686;45687;45688;45689;45690;45691;45692;45693;45694;45695;45696;61248;61249;61250;61251;61252;61253;66053;66054;66055;66056;66057;66058	18336;18337;18338;18339;18340;18341;44523;44524;44525;44526;44527;44528;44529;44530;44531;44532;44533;44534;44535;44536;59942;59943;59944;64691;64692;64693;64694;64695;64696;64697;64698;64699;64700;64701	18338;44527;44536;59943;64698		
sp|Q969Q5|RAB24_HUMAN	sp|Q969Q5|RAB24_HUMAN	3	3	3	>sp|Q969Q5|RAB24_HUMAN Ras-related protein Rab-24 OS=Homo sapiens GN=RAB24 PE=1 SV=1	1	3	3	3	1	2	2	2	2	3	1	2	2	2	2	3	1	2	2	2	2	3	17.2	17.2	17.2	23.124	203	203	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.4	11.8	11.8	11.8	11.8	17.2	11988000	930890	2062400	1300200	1430600	2240500	4023900	999030	77574	171860	108350	119220	186710	335320	0	1750200	1600700	1719600	1944200	1933800	1	1	0	2	3	2	9				2203	1566;16287;18803	True;True;True	1612;16821;19408	9468;9469;9470;9471;9472;9473;101291;101292;101293;101294;101295;116580	9085;9086;9087;9088;9089;9090;9091;98749;98750;114135	9088;98749;114135		
sp|Q969S3|ZN622_HUMAN	sp|Q969S3|ZN622_HUMAN	7	7	7	>sp|Q969S3|ZN622_HUMAN Zinc finger protein 622 OS=Homo sapiens GN=ZNF622 PE=1 SV=1	1	7	7	7	5	7	5	6	6	7	5	7	5	6	6	7	5	7	5	6	6	7	20.3	20.3	20.3	54.271	477	477	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	15.5	20.3	15.5	18	17.8	20.3	49226000	4356800	13432000	7224700	6636400	10120000	7456100	2051100	181530	559660	301030	276520	421690	310670	4641500	9308300	7415600	6992600	7413100	5737500	1	9	4	6	5	4	29				2204	2333;5010;6986;14711;16832;18023;20023	True;True;True;True;True;True;True	2402;5158;7187;15205;17385;18606;20665	14084;14085;14086;30463;30464;30465;30466;30467;30468;42703;42704;42705;91251;91252;91253;91254;91255;91256;104707;104708;104709;104710;104711;104712;111875;111876;111877;111878;111879;111880;124185;124186;124187;124188;124189;124190	13580;13581;13582;29520;29521;29522;29523;29524;29525;41556;41557;89037;89038;89039;89040;89041;89042;89043;102162;102163;109040;109041;109042;121891;121892;121893;121894;121895;121896	13582;29525;41556;89042;102163;109042;121891		
sp|Q969U7|PSMG2_HUMAN	sp|Q969U7|PSMG2_HUMAN	2	2	2	>sp|Q969U7|PSMG2_HUMAN Proteasome assembly chaperone 2 OS=Homo sapiens GN=PSMG2 PE=1 SV=1	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	7.2	7.2	7.2	29.396	264	264	0.00042123	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	7.2	7.2	2.7	7.2	7.2	7.2	7060600	1316500	1414600	435720	1649200	1069900	1174600	641870	119680	128600	39611	149930	97262	106780	1148700	1016200	0	1786300	880120	949710	1	0	0	2	0	0	3				2205	12742;20742	True;True	13063;21404	78565;78566;78567;78568;78569;78570;128695;128696;128697;128698;128699	76918;126700;126701	76918;126701		
sp|Q969V3|NCLN_HUMAN	sp|Q969V3|NCLN_HUMAN	8	8	8	>sp|Q969V3|NCLN_HUMAN Nicalin OS=Homo sapiens GN=NCLN PE=1 SV=2	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	17.2	17.2	17.2	62.974	563	563	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17.2	17.2	17.2	17.2	17.2	17.2	77607000	8222000	20254000	9620800	7933900	15926000	15650000	3104300	328880	810140	384830	317350	637060	626000	9111800	13850000	9706200	8125400	12039000	12034000	5	8	4	7	8	7	39				2206	1317;2038;3928;4189;13496;13732;18463;19197	True;True;True;True;True;True;True;True	1349;2098;4040;4305;13911;14179;19055;19820	7918;7919;7920;7921;7922;7923;12370;12371;12372;12373;12374;12375;23931;23932;23933;23934;23935;23936;25494;25495;25496;25497;25498;25499;83393;83394;83395;83396;83397;83398;84998;84999;85000;85001;85002;85003;114573;114574;114575;114576;114577;114578;119133;119134;119135;119136;119137;119138	7520;7521;7522;7523;12013;12014;12015;12016;23037;23038;23039;23040;23041;23042;23043;23044;23045;23046;23047;24488;24489;24490;24491;24492;24493;81195;81196;81197;81198;81199;82769;82770;82771;82772;111828;116701;116702;116703;116704;116705	7523;12015;23046;24491;81199;82770;111828;116703		
