Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides JURKAT-KO1	Peptides JURKAT-KO2	Peptides JURKAT-KO3	Peptides JURKAT-WT1	Peptides JURKAT-WT2	Peptides JURKAT-WT3	Razor + unique peptides JURKAT-KO1	Razor + unique peptides JURKAT-KO2	Razor + unique peptides JURKAT-KO3	Razor + unique peptides JURKAT-WT1	Razor + unique peptides JURKAT-WT2	Razor + unique peptides JURKAT-WT3	Unique peptides JURKAT-KO1	Unique peptides JURKAT-KO2	Unique peptides JURKAT-KO3	Unique peptides JURKAT-WT1	Unique peptides JURKAT-WT2	Unique peptides JURKAT-WT3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Identification type JURKAT-KO1	Identification type JURKAT-KO2	Identification type JURKAT-KO3	Identification type JURKAT-WT1	Identification type JURKAT-WT2	Identification type JURKAT-WT3	Sequence coverage JURKAT-KO1 [%]	Sequence coverage JURKAT-KO2 [%]	Sequence coverage JURKAT-KO3 [%]	Sequence coverage JURKAT-WT1 [%]	Sequence coverage JURKAT-WT2 [%]	Sequence coverage JURKAT-WT3 [%]	Intensity	Intensity JURKAT-KO1	Intensity JURKAT-KO2	Intensity JURKAT-KO3	Intensity JURKAT-WT1	Intensity JURKAT-WT2	Intensity JURKAT-WT3	iBAQ	iBAQ JURKAT-KO1	iBAQ JURKAT-KO2	iBAQ JURKAT-KO3	iBAQ JURKAT-WT1	iBAQ JURKAT-WT2	iBAQ JURKAT-WT3	LFQ intensity JURKAT-KO1	LFQ intensity JURKAT-KO2	LFQ intensity JURKAT-KO3	LFQ intensity JURKAT-WT1	LFQ intensity JURKAT-WT2	LFQ intensity JURKAT-WT3	MS/MS Count JURKAT-KO1	MS/MS Count JURKAT-KO2	MS/MS Count JURKAT-KO3	MS/MS Count JURKAT-WT1	MS/MS Count JURKAT-WT2	MS/MS Count JURKAT-WT3	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
CON__P00761	CON__P00761	4	4	4	>P00761 SWISS-PROT:P00761|TRYP_PIG Trypsin - Sus scrofa (Pig).	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	25.1	25.1	25.1	24.409	231	231	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	25.1	25.1	25.1	25.1	25.1	25.1	48279000000	7071800000	8387700000	8438900000	7885600000	9392200000	7102800000	4389000000	642890000	762520000	767170000	716870000	853840000	645710000	7989800000	10287000000	8103300000	7165300000	11364000000	10325000000	47	54	49	47	52	54	303			+	10	4849;6254;7154;11162	True;True;True;True	4908;4909;6332;7244;11364	30511;30512;30513;30514;30515;30516;30517;30518;30519;30520;30521;30522;30523;30524;30525;30526;30527;30528;30529;30530;39505;39506;39507;39508;39509;39510;39511;39512;39513;39514;39515;39516;39517;39518;39519;39520;45161;45162;45163;45164;45165;45166;45167;45168;45169;45170;45171;45172;45173;45174;45175;45176;45177;45178;45179;45180;45181;45182;45183;45184;45185;45186;45187;70397;70398;70399;70400;70401;70402;70403;70404;70405;70406;70407;70408;70409;70410;70411;70412;70413;70414;70415;70416;70417;70418;70419;70420;70421;70422;70423;70424;70425;70426;70427;70428;70429;70430;70431;70432;70433;70434;70435;70436;70437;70438	31609;31610;31611;31612;31613;31614;31615;31616;31617;31618;31619;31620;31621;31622;31623;31624;31625;31626;31627;31628;41069;41070;41071;41072;41073;41074;41075;41076;41077;41078;41079;41080;41081;41082;41083;41084;41085;41086;41087;41088;41089;41090;41091;41092;41093;41094;41095;41096;41097;41098;41099;41100;41101;41102;41103;41104;41105;41106;41107;41108;41109;41110;46845;46846;46847;46848;46849;46850;46851;46852;46853;46854;46855;46856;46857;46858;46859;46860;46861;46862;46863;46864;46865;46866;46867;46868;46869;46870;46871;46872;46873;46874;46875;46876;46877;46878;46879;46880;46881;46882;46883;46884;46885;46886;46887;46888;46889;46890;46891;46892;46893;46894;46895;46896;46897;46898;46899;46900;46901;46902;46903;46904;46905;46906;46907;46908;46909;46910;46911;46912;46913;46914;46915;46916;46917;46918;46919;46920;46921;46922;72478;72479;72480;72481;72482;72483;72484;72485;72486;72487;72488;72489;72490;72491;72492;72493;72494;72495;72496;72497;72498;72499;72500;72501;72502;72503;72504;72505;72506;72507;72508;72509;72510;72511;72512;72513;72514;72515;72516;72517;72518;72519;72520;72521;72522;72523;72524;72525;72526;72527;72528;72529;72530;72531;72532;72533;72534;72535;72536;72537;72538;72539;72540;72541;72542;72543;72544;72545;72546;72547;72548;72549;72550;72551;72552;72553;72554;72555;72556;72557;72558;72559;72560;72561;72562;72563;72564;72565;72566;72567;72568;72569;72570;72571;72572;72573;72574;72575;72576;72577;72578;72579;72580;72581;72582;72583;72584;72585;72586;72587;72588;72589;72590;72591;72592;72593;72594;72595;72596;72597;72598;72599;72600;72601;72602;72603;72604;72605;72606;72607;72608;72609;72610;72611;72612;72613;72614;72615;72616;72617;72618;72619;72620;72621;72622;72623;72624;72625;72626;72627;72628;72629;72630;72631;72632;72633;72634;72635;72636;72637;72638;72639;72640	31620;41075;46908;72533	2	94
CON__P00978	CON__P00978	1	1	1	>P00978 SWISS-PROT:P00978 (Bos taurus) AMBP protein precursor	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.6	2.6	2.6	39.234	352	352	0.0089847	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	2.6	2.6	2.6	2.6	2.6	2.6	11556000	3741000	1369700	206360	3356900	1578500	1304100	679790	220060	80571	12139	197470	92850	76711	0	0	0	0	0	1847500	1	0	0	1	0	0	2			+	11	7449	True	7543	46977;46978;46979;46980;46981;46982	48550;48551	48551		
CON__P01030	CON__P01030	17	17	2	>P01030 SWISS-PROT:P01030 (Bos taurus) similar to Complement C4-A precursor	1	17	17	2	17	12	11	14	11	10	17	12	11	14	11	10	2	2	2	2	2	2	12.5	12.5	2.5	192.79	1741	1741	0	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	12.5	10.1	9.2	11.4	9.4	8.3	361720000	80626000	46320000	26927000	144490000	42156000	21200000	4019100	895840	514660	299190	1605400	468400	235560	144360000	50994000	21838000	120790000	46430000	22823000	22	7	0	15	5	0	49			+	12	61;301;839;1133;1164;1758;3817;4974;6088;6336;6896;8537;8976;9402;10552;11284;12074	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	61;303;847;1146;1178;1783;3865;5036;6165;6415;6983;8692;9137;9572;10739;11486;12284	315;316;317;318;319;320;1783;1784;1785;1786;1787;5154;5155;5156;5157;5158;5159;6912;6913;6914;6915;6916;6917;7093;10854;10855;10856;10857;10858;10859;23939;23940;23941;23942;23943;23944;31293;31294;31295;31296;31297;31298;38480;40015;40016;40017;43544;53724;53725;53726;56691;56692;56693;56694;56695;56696;59413;59414;66542;66543;66544;66545;66546;71204;71205;71206;71207;71208;71209;76100;76101;76102;76103;76104;76105;76106;76107;76108;76109	317;318;2021;2022;5294;5295;5296;5297;5298;5299;5300;5301;5302;5303;5304;7085;7086;7274;11034;24622;24623;24624;24625;24626;32424;32425;32426;32427;32428;32429;32430;39939;41592;45299;55057;55058;55059;58120;58121;58122;61076;68416;68417;68418;73413;73414;73415;73416;78507;78508;78509	317;2021;5296;7085;7274;11034;24623;32425;39939;41592;45299;55059;58120;61076;68417;73416;78508		
CON__P01966;sp|P69905|HBA_HUMAN;sp|P02008|HBAZ_HUMAN	CON__P01966	10;4;1	10;4;1	10;4;1	>P01966 SWISS-PROT:P01966 (Bos taurus) Hemoglobin subunit alpha	3	10	10	10	9	9	6	10	7	5	9	9	6	10	7	5	9	9	6	10	7	5	85.9	85.9	85.9	15.184	142	142;142;142	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	85.9	77.5	57.7	85.9	42.3	50	2436700000	1225400000	241250000	85686000	727100000	100640000	56644000	270750000	136160000	26805000	9520700	80789000	11182000	6293800	1524600000	289120000	106090000	607630000	141820000	98729000	29	15	7	25	12	8	96			+	13	1177;2946;6724;7054;7522;11035;11231;11453;11792;11793	True;True;True;True;True;True;True;True;True;True	1191;2986;6805;7143;7628;7629;11234;11433;11656;11998;11999	7160;7161;7162;7163;7164;18418;18419;42465;42466;42467;44559;44560;44561;44562;44563;44564;44565;44566;44567;44568;47390;47391;47392;47393;47394;47395;47396;47397;47398;47399;47400;69592;69593;69594;69595;69596;69597;69598;69599;69600;69601;69602;70871;70872;70873;70874;72264;72265;72266;72267;72268;72269;72270;72271;72272;72273;72274;72275;74357;74358;74359;74360;74361;74362;74363;74364;74365;74366;74367	7382;7383;7384;7385;7386;7387;18781;18782;44134;46201;46202;46203;46204;46205;46206;46207;46208;46209;46210;46211;46212;46213;48899;48900;48901;48902;48903;48904;48905;48906;48907;48908;48909;48910;48911;71565;71566;71567;71568;71569;71570;71571;71572;71573;71574;71575;73092;73093;73094;73095;73096;73097;73098;73099;74629;74630;74631;74632;74633;74634;74635;74636;74637;74638;74639;74640;74641;74642;74643;74644;74645;74646;74647;74648;74649;74650;74651;74652;74653;74654;74655;74656;74657;74658;74659;76786;76787;76788;76789;76790;76791;76792;76793;76794;76795;76796	7384;18781;44134;46211;48904;71573;73095;74631;76787;76796	3	33
CON__P02070;sp|P69892|HBG2_HUMAN;sp|P69891|HBG1_HUMAN;sp|P02100|HBE_HUMAN	CON__P02070	3;1;1;1	1;0;0;0	1;0;0;0	>P02070 SWISS-PROT:P02070 (Bos taurus) Hemoglobin subunit beta	4	3	1	1	3	2	2	2	2	2	1	0	0	0	0	0	1	0	0	0	0	0	22.8	8.3	8.3	15.954	145	145;147;147;147	0.0037897	By MS/MS	By matching	By matching	By matching	By matching	By matching	22.8	14.5	14.5	14.5	14.5	14.5	582930	582930	0	0	0	0	0	52994	52994	0	0	0	0	0	738390	0	0	0	0	0	1	0	0	0	0	0	1			+	14	2134;6760;11209	True;False;False	2162;6841;11411	13375;42702;42703;42704;42705;42706;42707;70742;70743;70744;70745;70746;70747	13666;44342;44343;44344;44345;44346;44347;44348;72935;72936;72937;72938;72939;72940;72941;72942;72943;72944;72945;72946;72947;72948;72949;72950;72951;72952;72953;72954;72955;72956;72957;72958;72959;72960;72961;72962	13666;44347;72935		
sp|P02533|K1C14_HUMAN;CON__P02533;CON__A2A4G1;sp|P08727|K1C19_HUMAN;CON__P08727;CON__Q9D312;CON__P05784;sp|Q8N1A0|KT222_HUMAN;CON__Q8N1A0;CON__A2A5Y0;CON__Q92764;sp|P05783|K1C18_HUMAN;sp|Q14532|K1H2_HUMAN;CON__Q14532;sp|O76014|KRT37_HUMAN;CON__A2AB72;sp|Q92764|KRT35_HUMAN;sp|O76015|KRT38_HUMAN;CON__O76015;sp|O76013|KRT36_HUMAN;CON__O76013;sp|Q7Z3Y9|K1C26_HUMAN;CON__Q7Z3Y9;CON__O76014;CON__REFSEQ:XP_986630	sp|P02533|K1C14_HUMAN;CON__P02533	24;24;8;7;7;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	19;19;3;4;4;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	>sp|P02533|K1C14_HUMAN Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4;>P02533 SWISS-PROT:P02533 Tax_Id=9606 Gene_Symbol=KRT14 Keratin, type I cytoskeletal 14	25	24	19	1	22	21	21	24	23	22	17	17	17	19	19	18	1	1	1	1	1	1	41.9	36.7	3.2	51.561	472	472;472;456;400;400;431;423;295;295;416;425;430;448;448;449;453;455;456;456;467;467;468;468;471;476	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	39.8	40.3	40.3	41.9	41.9	40.3	3715700000	472810000	606550000	719750000	685060000	612630000	618910000	128130000	16304000	20915000	24819000	23623000	21125000	21342000	548790000	549140000	737450000	815420000	789170000	815850000	30	27	34	46	40	38	215			+	15	641;877;1026;1027;1908;2572;3850;4946;5760;5895;5896;6112;6113;6582;7588;7809;8983;9187;10271;10798;11664;12114;12115;12439	True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True;False;False;True	647;886;1038;1039;1933;2606;3898;5007;5008;5834;5971;5972;6189;6190;6662;7717;7949;9144;9351;10454;10991;11869;12324;12325;12326;12650	3945;3946;3947;3948;3949;3950;3951;5389;5390;5391;5392;5393;5394;5395;5396;6283;6284;6285;6286;6287;6288;6289;6290;6291;11895;11896;11897;11898;11899;11900;16134;16135;16136;16137;16138;16139;24157;24158;24159;24160;24161;24162;31138;31139;31140;31141;31142;31143;31144;31145;31146;31147;31148;31149;31150;31151;31152;31153;31154;36496;36497;36498;36499;36500;36501;36502;36503;36504;36505;36506;36507;36508;36509;36510;36511;36512;36513;36514;36515;36516;36517;36518;36519;36520;36521;36522;36523;36524;36525;36526;36527;37339;37340;37341;37342;37343;37344;37345;37346;37347;37348;37349;37350;37351;37352;37353;37354;37355;38653;38654;38655;38656;38657;38658;38659;38660;38661;38662;38663;38664;38665;38666;38667;38668;38669;38670;41571;41572;41573;41574;41575;41576;47902;47903;47904;47905;47906;47907;47908;47909;49280;49281;49282;49283;49284;49285;49286;56727;56728;56729;56730;56731;56732;58096;58097;58098;58099;58100;58101;64831;64832;64833;64834;64835;64836;68067;68068;68069;68070;68071;68072;68073;68074;68075;68076;68077;68078;73585;73586;73587;73588;73589;73590;73591;73592;73593;73594;73595;73596;73597;76333;76334;76335;76336;76337;76338;76339;76340;76341;76342;76343;76344;76345;76346;76347;76348;76349;78352;78353;78354	4223;4224;4225;4226;4227;4228;4229;4230;4231;4232;4233;4234;4235;5548;5549;5550;5551;5552;5553;5554;5555;5556;5557;5558;5559;5560;5561;5562;5563;5564;5565;5566;5567;5568;5569;5570;5571;5572;5573;5574;5575;6457;6458;6459;6460;6461;12084;16409;16410;16411;16412;16413;16414;16415;16416;16417;16418;16419;24858;32267;32268;32269;32270;32271;37897;37898;37899;37900;37901;37902;37903;37904;37905;37906;37907;37908;37909;37910;37911;37912;37913;37914;37915;37916;37917;37918;37919;37920;37921;37922;37923;37924;37925;37926;37927;37928;37929;37930;37931;37932;37933;37934;37935;37936;37937;37938;37939;37940;37941;37942;37943;37944;37945;37946;37947;37948;37949;37950;37951;37952;37953;37954;37955;37956;37957;37958;37959;37960;37961;37962;37963;37964;38783;38784;38785;38786;38787;38788;38789;38790;38791;38792;38793;38794;38795;38796;38797;38798;38799;38800;38801;38802;38803;38804;38805;38806;38807;38808;38809;38810;38811;38812;38813;38814;38815;38816;38817;38818;38819;38820;38821;38822;38823;38824;38825;38826;38827;38828;40251;40252;40253;40254;40255;40256;40257;40258;40259;40260;40261;40262;40263;40264;40265;40266;40267;40268;40269;40270;40271;40272;40273;40274;40275;40276;40277;40278;40279;40280;40281;40282;40283;40284;40285;40286;40287;40288;40289;40290;40291;40292;40293;40294;40295;40296;40297;40298;40299;40300;40301;40302;40303;43158;43159;43160;43161;43162;43163;43164;43165;43166;43167;43168;49417;49418;49419;49420;49421;49422;49423;49424;49425;49426;49427;49428;49429;49430;49431;49432;50805;50806;50807;50808;50809;50810;58141;58142;58143;58144;59578;59579;59580;59581;59582;59583;59584;59585;59586;59587;66816;66817;66818;66819;66820;66821;66822;66823;66824;66825;66826;66827;66828;66829;66830;69935;69936;76004;76005;76006;76007;76008;76009;76010;76011;76012;76013;76014;76015;76016;76017;76018;76019;76020;76021;76022;76023;76024;76025;76026;76027;76028;76029;76030;76031;76032;76033;76034;76035;76036;78737;78738;78739;78740;78741;78742;78743;78744;78745;78746;78747;78748;78749;78750;78751;78752;78753;78754;78755;78756;78757;78758;78759;78760;78761;78762;78763;78764;78765;78766;78767;78768;80910;80911	4224;5559;6457;6459;12084;16419;24858;32271;37946;38783;38819;40253;40288;43161;49431;50806;58143;59587;66820;69935;76015;78740;78768;80910	4;5;6;7	119;212;257;287
CON__P02535-1	CON__P02535-1	14	3	2	>P02535-1 SWISS-PROT:P02535-1 Tax_Id=10090 Gene_Symbol=Krt10 Isoform 1 of Keratin, type I cytoskeletal 10	1	14	3	2	13	14	11	11	13	11	2	3	0	0	2	0	1	2	0	0	1	0	18.8	5.8	4.2	57.769	570	570	0	By matching	By MS/MS	By matching	By matching	By matching	By matching	16	18.8	13	13	16	13	7574200	1441600	4522700	0	0	1609800	0	291310	55447	173950	0	0	61916	0	1659000	5535000	0	0	1804000	0	0	5	0	0	0	0	5			+	16	646;647;5760;6097;8441;8444;8445;9188;9189;9542;11665;11975;12114;12431	False;False;False;False;False;False;False;False;False;True;True;False;False;True	652;653;5834;6174;8594;8597;8598;9352;9353;9715;11870;12184;12324;12325;12642	3973;3974;3975;3976;3977;3978;3979;3980;3981;3982;3983;3984;36496;36497;36498;36499;36500;36501;36502;36503;36504;36505;36506;36507;36508;36509;36510;36511;36512;36513;36514;36515;36516;36517;36518;36519;36520;36521;36522;36523;36524;36525;36526;36527;38529;38530;38531;38532;38533;38534;53095;53096;53097;53098;53099;53100;53108;53109;53110;53111;53112;53113;53114;53115;53116;53117;53118;53119;58102;58103;58104;58105;58106;58107;58108;58109;58110;58111;58112;58113;58114;58115;58116;60262;73598;73599;73600;75464;75465;75466;75467;75468;75469;75470;75471;75472;75473;75474;75475;76333;76334;76335;76336;76337;76338;76339;76340;76341;76342;76343;76344;76345;76346;78298;78299;78300	4255;4256;4257;4258;4259;4260;4261;4262;4263;4264;4265;4266;4267;4268;4269;4270;4271;4272;4273;4274;4275;4276;4277;37897;37898;37899;37900;37901;37902;37903;37904;37905;37906;37907;37908;37909;37910;37911;37912;37913;37914;37915;37916;37917;37918;37919;37920;37921;37922;37923;37924;37925;37926;37927;37928;37929;37930;37931;37932;37933;37934;37935;37936;37937;37938;37939;37940;37941;37942;37943;37944;37945;37946;37947;37948;37949;37950;37951;37952;37953;37954;37955;37956;37957;37958;37959;37960;37961;37962;37963;37964;39985;39986;39987;39988;39989;39990;39991;39992;39993;39994;39995;39996;39997;39998;39999;40000;54352;54353;54354;54355;54356;54371;54372;54373;54374;54375;54376;54377;54378;54379;54380;54381;54382;54383;54384;54385;54386;54387;54388;54389;54390;54391;54392;59588;59589;59590;59591;59592;59593;59594;59595;59596;59597;59598;59599;59600;59601;59602;59603;59604;59605;59606;59607;59608;59609;59610;59611;61849;61850;76037;76038;77930;77931;77932;77933;77934;77935;77936;77937;77938;77939;77940;77941;77942;77943;78737;78738;78739;78740;78741;78742;78743;78744;78745;78746;78747;78748;78749;78750;78751;78752;78753;78754;78755;78756;78757;78758;78759;78760;78761;78762;78763;78764;78765;78766;78767;80838	4264;4275;37946;39997;54352;54373;54381;59590;59597;61849;76038;77930;78740;80838	8	148
sp|P02538|K2C6A_HUMAN;CON__P02538	sp|P02538|K2C6A_HUMAN;CON__P02538	27;27	1;1	1;1	>sp|P02538|K2C6A_HUMAN Keratin, type II cytoskeletal 6A OS=Homo sapiens GN=KRT6A PE=1 SV=3;>P02538 SWISS-PROT:P02538 Tax_Id=9606 Gene_Symbol=KRT6A Keratin, type II cytoskeletal 6A	2	27	1	1	23	26	26	25	27	26	1	1	1	1	1	1	1	1	1	1	1	1	36.5	1.8	1.8	60.044	564	564;564	0.0025615	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	31.7	36.5	34.8	34.8	36.5	34.8	149400000	28402000	27074000	30423000	34891000	392830	28220000	4980100	946730	902480	1014100	1163000	13094	940650	0	0	0	0	0	36875000	4	3	3	3	2	4	19			+	17	235;555;966;2715;2716;2960;3839;5475;6069;7049;7889;7890;7902;8354;8396;8422;8879;8933;9312;9603;10111;10112;11974;12328;12402;12403;12414	False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False	237;558;976;2750;2751;3000;3887;5546;6146;7138;8031;8032;8044;8505;8548;8575;9040;9094;9480;9777;10292;10293;12183;12539;12613;12614;12625	1383;1384;1385;1386;1387;1388;1389;1390;3346;3347;3348;3349;3350;3351;5912;5913;5914;5915;5916;5917;16994;16995;16996;16997;16998;16999;17000;17001;17002;17003;17004;17005;18499;18500;18501;18502;18503;18504;18505;24079;24080;24081;24082;24083;24084;34441;34442;34443;34444;34445;38375;38376;38377;38378;38379;38380;44514;44515;44516;44517;44518;44519;44520;44521;44522;44523;49776;49777;49778;49779;49780;49781;49782;49783;49784;49785;49786;49787;49788;49789;49790;49791;49792;49793;49794;49795;49796;49797;49798;49888;49889;49890;49891;49892;49893;49894;49895;49896;49897;52581;52582;52583;52584;52585;52855;52856;52857;52858;53002;53003;53004;53005;53006;53007;56030;56031;56032;56033;56034;56035;56036;56037;56038;56039;56040;56041;56383;56384;56385;56386;56387;56388;56389;56390;56391;56392;56393;56394;58846;58847;58848;58849;58850;58851;58852;58853;58854;58855;58856;58857;60634;60635;60636;60637;60638;60639;63857;63858;63859;63860;63861;63862;63863;63864;63865;63866;63867;75459;75460;75461;75462;75463;77683;77684;77685;78118;78119;78120;78121;78122;78123;78124;78125;78126;78127;78128;78129;78130;78131;78132;78133;78134;78135;78136;78137;78205;78206;78207;78208;78209;78210	1461;1462;1463;1464;1465;1466;1467;3532;3533;3534;3535;3536;3537;3538;3539;3540;6114;6115;6116;6117;6118;6119;6120;6121;6122;6123;6124;6125;6126;6127;6128;6129;6130;6131;6132;6133;6134;6135;6136;17265;17266;17267;17268;17269;17270;17271;17272;17273;17274;17275;17276;17277;18855;18856;18857;18858;18859;18860;18861;18862;18863;18864;18865;18866;18867;18868;18869;18870;18871;18872;24752;24753;24754;24755;24756;24757;24758;24759;24760;24761;24762;35887;35888;35889;35890;35891;35892;35893;35894;35895;35896;39817;39818;39819;39820;39821;39822;39823;46149;46150;51242;51243;51244;51245;51246;51247;51248;51249;51250;51251;51252;51253;51254;51255;51256;51257;51258;51259;51367;51368;51369;51370;51371;51372;51373;51374;53961;53962;53963;54170;54301;57331;57332;57333;57334;57335;57336;57337;57338;57339;57340;57341;57342;57343;57344;57345;57346;57347;57348;57349;57350;57351;57352;57353;57354;57355;57356;57357;57358;57359;57360;57744;57745;57746;57747;57748;57749;57750;57751;57752;57753;57754;57755;57756;57757;57758;57759;57760;57761;57762;57763;57764;57765;57766;57767;57768;57769;60416;60417;60418;60419;60420;60421;60422;60423;60424;60425;60426;60427;60428;60429;60430;60431;60432;60433;60434;62252;62253;62254;62255;62256;62257;62258;62259;62260;62261;62262;62263;62264;65610;65611;65612;65613;65614;65615;65616;65617;65618;65619;65620;65621;65622;65623;65624;65625;77929;80136;80137;80138;80139;80535;80536;80537;80538;80539;80540;80541;80542;80543;80544;80545;80546;80547;80548;80549;80550;80551;80552;80553;80554;80555;80556;80557;80558;80559;80560;80561;80562;80563;80564;80565;80566;80567;80568;80569;80701;80702;80703;80704;80705;80706;80707;80708;80709;80710;80711;80712;80713;80714;80715;80716	1461;3532;6121;17265;17277;18871;24755;35888;39819;46150;51246;51249;51371;53961;54170;54301;57348;57745;60430;62252;65610;65625;77929;80137;80538;80554;80701	9	279
CON__P02672	CON__P02672	2	2	2	>P02672 SWISS-PROT:P02672 (Bos taurus) Fibrinogen alpha chain precursor	1	2	2	2	2	0	1	1	0	1	2	0	1	1	0	1	2	0	1	1	0	1	3.7	3.7	3.7	67.011	615	615	0	By MS/MS	By matching	By matching	By matching	By matching	By matching	3.7	0	1.1	1.1	0	1.1	4485000	3097300	0	827990	347220	0	212510	106790	73744	0	19714	8267.2	0	5059.8	3923200	0	0	0	0	0	2	0	0	0	0	0	2			+	18	3354;11219	True;True	3398;11421	21000;70801;70802;70803;70804	21350;72995	21350;72995		
CON__P02676	CON__P02676	2	2	2	>P02676 SWISS-PROT:P02676 (Bos taurus) similar to Fibrinogen beta chain precursor	1	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	0	2	4	4	4	56.44	495	495	0	By MS/MS	By matching	By matching	By matching	By matching	By matching	4	4	4	4	0	4	5978100	2864100	574760	1374400	688930	0	475900	199270	95471	19159	45814	22964	0	15863	4513300	565320	769090	557490	0	556600	3	0	0	0	0	0	3			+	19	10859;12686	True;True	11053;12902	68447;68448;68449;68450;68451;79922;79923;79924;79925;79926	70315;82574;82575	70315;82574		
